Trial,Program,n,W,T
6,clh awesome,27,2000,1535947
6,serial,27,4000,209088
6,lockfree,27,4000,414628
6,mutex homequeue,27,4000,169611
6,mutex awesome,27,4000,1838539
6,clh homequeue,27,4000,295656
6,clh awesome,27,4000,2352260
6,serial,27,8000,104895
6,lockfree,27,8000,132424
6,mutex homequeue,27,8000,248572
6,mutex awesome,27,8000,827637
6,clh homequeue,27,8000,152375
6,clh awesome,27,8000,816000
7,serial,1,1000,793432
7,lockfree,1,1000,767250
7,mutex homequeue,1,1000,733167
7,mutex awesome,1,1000,732535
7,clh homequeue,1,1000,758631
7,clh awesome,1,1000,758693
7,serial,1,2000,411875
7,lockfree,1,2000,403560
7,mutex homequeue,1,2000,393863
7,mutex awesome,1,2000,393344
7,clh homequeue,1,2000,400700
7,clh awesome,1,2000,401347
7,serial,1,4000,209220
7,lockfree,1,4000,206932
7,mutex homequeue,1,4000,204214
7,mutex awesome,1,4000,204274
7,clh homequeue,1,4000,206465
7,clh awesome,1,4000,206465
7,serial,1,8000,105472
7,lockfree,1,8000,104939
7,mutex homequeue,1,8000,104313
7,mutex awesome,1,8000,104271
7,clh homequeue,1,8000,104811
7,clh awesome,1,8000,104872
7,serial,2,1000,800852
7,lockfree,2,1000,1135777
7,mutex homequeue,2,1000,1088417
7,mutex awesome,2,1000,1400515
7,clh homequeue,2,1000,1138730
7,clh awesome,2,1000,1459543
7,serial,2,2000,411782
7,lockfree,2,2000,595458
7,mutex homequeue,2,2000,568940
7,mutex awesome,2,2000,769794
7,clh homequeue,2,2000,592059
7,clh awesome,2,2000,786328
7,serial,2,4000,209284
7,lockfree,2,4000,298749
7,mutex homequeue,2,4000,298829
7,mutex awesome,2,4000,403920
7,clh homequeue,2,4000,301585
7,clh awesome,2,4000,408575
7,serial,2,8000,105304
7,lockfree,2,8000,152898
7,mutex homequeue,2,8000,152181
7,mutex awesome,2,8000,206113
7,clh homequeue,2,8000,151766
7,clh awesome,2,8000,208133
7,serial,3,1000,800151
7,lockfree,3,1000,1492516
7,mutex homequeue,3,1000,1411351
7,mutex awesome,3,1000,2088235
7,clh homequeue,3,1000,1464678
7,clh awesome,3,1000,2163627
7,serial,3,2000,412029
7,lockfree,3,2000,757763
7,mutex homequeue,3,2000,737186
7,mutex awesome,3,2000,1154935
7,clh homequeue,3,2000,761037
7,clh awesome,3,2000,1174604
7,serial,3,4000,209340
7,lockfree,3,4000,386110
7,mutex homequeue,3,4000,381480
7,mutex awesome,3,4000,605850
7,clh homequeue,3,4000,388029
7,clh awesome,3,4000,612051
7,serial,3,8000,105075
7,lockfree,3,8000,195212
7,mutex homequeue,3,8000,194081
7,mutex awesome,3,8000,309595
7,clh homequeue,3,8000,195230
7,clh awesome,3,8000,312298
7,serial,7,1000,798791
7,lockfree,7,1000,3270749
7,mutex homequeue,7,1000,3197984
7,mutex awesome,7,1000,3694400
7,clh homequeue,7,1000,3234933
7,clh awesome,7,1000,3207346
7,serial,7,2000,411005
7,lockfree,7,2000,1692927
7,mutex homequeue,7,2000,1676835
7,mutex awesome,7,2000,2652235
7,clh homequeue,7,2000,1728444
7,clh awesome,7,2000,2711630
7,serial,7,4000,208677
7,lockfree,7,4000,876045
7,mutex homequeue,7,4000,862908
7,mutex awesome,7,4000,1403592
7,clh homequeue,7,4000,885270
7,clh awesome,7,4000,1420043
7,serial,7,8000,104846
7,lockfree,7,8000,441379
7,mutex homequeue,7,8000,438363
7,mutex awesome,7,8000,720810
7,clh homequeue,7,8000,441775
7,clh awesome,7,8000,725488
7,serial,13,1000,798915
7,lockfree,13,1000,2986560
7,mutex homequeue,13,1000,3651715
7,mutex awesome,13,1000,2747294
7,clh homequeue,13,1000,2925487
7,clh awesome,13,1000,2091749
7,serial,13,2000,412152
7,lockfree,13,2000,2247590
7,mutex homequeue,13,2000,2634861
7,mutex awesome,13,2000,3296859
7,clh homequeue,13,2000,2602419
7,clh awesome,13,2000,2629419
7,serial,13,4000,209326
7,lockfree,13,4000,1269648
7,mutex homequeue,13,4000,1346119
7,mutex awesome,13,4000,2596816
7,clh homequeue,13,4000,1350833
7,clh awesome,13,4000,2611955
7,serial,13,8000,104897
7,lockfree,13,8000,546435
7,mutex homequeue,13,8000,678628
7,mutex awesome,13,8000,1339392
7,clh homequeue,13,8000,676315
7,clh awesome,13,8000,1344078
7,serial,27,1000,797715
7,lockfree,27,1000,1260692
7,mutex homequeue,27,1000,1068918
7,mutex awesome,27,1000,2363932
7,clh homequeue,27,1000,353848
7,clh awesome,27,1000,1927645
7,serial,27,2000,411939
7,lockfree,27,2000,489033
7,mutex homequeue,27,2000,432684
7,mutex awesome,27,2000,2275761
7,clh homequeue,27,2000,227097
7,clh awesome,27,2000,1065992
7,serial,27,4000,209223
7,lockfree,27,4000,390418
7,mutex homequeue,27,4000,495960
7,mutex awesome,27,4000,1708286
7,clh homequeue,27,4000,237696
7,clh awesome,27,4000,1979443
7,serial,27,8000,105435
7,lockfree,27,8000,201511
7,mutex homequeue,27,8000,59122
7,mutex awesome,27,8000,1072431
7,clh homequeue,27,8000,31011
7,clh awesome,27,8000,892956
8,serial,1,1000,799100
8,lockfree,1,1000,767018
8,mutex homequeue,1,1000,733539
8,mutex awesome,1,1000,733342
8,clh homequeue,1,1000,756947
8,clh awesome,1,1000,758340
8,serial,1,2000,411883
8,lockfree,1,2000,402975
8,mutex homequeue,1,2000,392950
8,mutex awesome,1,2000,393110
8,clh homequeue,1,2000,400856
8,clh awesome,1,2000,400898
8,serial,1,4000,209227
8,lockfree,1,4000,207021
8,mutex homequeue,1,4000,204207
8,mutex awesome,1,4000,204401
8,clh homequeue,1,4000,206374
8,clh awesome,1,4000,206510
8,serial,1,8000,105501
8,lockfree,1,8000,104916
8,mutex homequeue,1,8000,104250
8,mutex awesome,1,8000,104249
8,clh homequeue,1,8000,104760
8,clh awesome,1,8000,104779
8,serial,2,1000,800610
8,lockfree,2,1000,1026759
8,mutex homequeue,2,1000,980450
8,mutex awesome,2,1000,1388981
8,clh homequeue,2,1000,1022729
8,clh awesome,2,1000,1459879
8,serial,2,2000,412044
8,lockfree,2,2000,522452
8,mutex homequeue,2,2000,519626
8,mutex awesome,2,2000,766384
8,clh homequeue,2,2000,527116
8,clh awesome,2,2000,784616
8,serial,2,4000,209390
8,lockfree,2,4000,263422
8,mutex homequeue,2,4000,266298
8,mutex awesome,2,4000,404462
8,clh homequeue,2,4000,269816
8,clh awesome,2,4000,407885
8,serial,2,8000,105372
8,lockfree,2,8000,136682
8,mutex homequeue,2,8000,135570
8,mutex awesome,2,8000,207789
8,clh homequeue,2,8000,136470
8,clh awesome,2,8000,207958
8,serial,3,1000,800292
8,lockfree,3,1000,1607741
8,mutex homequeue,3,1000,1520277
8,mutex awesome,3,1000,2082645
8,clh homequeue,3,1000,1608508
8,clh awesome,3,1000,2186485
8,serial,3,2000,412134
8,lockfree,3,2000,829210
8,mutex homequeue,3,2000,809139
8,mutex awesome,3,2000,1142056
8,clh homequeue,3,2000,835629
8,clh awesome,3,2000,1174809
8,serial,3,4000,209631
8,lockfree,3,4000,424138
8,mutex homequeue,3,4000,416547
8,mutex awesome,3,4000,601747
8,clh homequeue,3,4000,424129
8,clh awesome,3,4000,612419
8,serial,3,8000,105261
8,lockfree,3,8000,212992
8,mutex homequeue,3,8000,212696
8,mutex awesome,3,8000,308983
8,clh homequeue,3,8000,214644
8,clh awesome,3,8000,312185
8,serial,7,1000,799785
8,lockfree,7,1000,3474369
8,mutex homequeue,7,1000,3437170
8,mutex awesome,7,1000,3688416
8,clh homequeue,7,1000,3511795
8,clh awesome,7,1000,3112265
8,serial,7,2000,411285
8,lockfree,7,2000,1820993
8,mutex homequeue,7,2000,1797511
8,mutex awesome,7,2000,2647526
8,clh homequeue,7,2000,1869633
8,clh awesome,7,2000,2702793
8,serial,7,4000,208838
8,lockfree,7,4000,935500
8,mutex homequeue,7,4000,937906
8,mutex awesome,7,4000,1404686
8,clh homequeue,7,4000,957080
8,clh awesome,7,4000,1421984
8,serial,7,8000,105133
8,lockfree,7,8000,478960
8,mutex homequeue,7,8000,474013
8,mutex awesome,7,8000,716426
8,clh homequeue,7,8000,479060
8,clh awesome,7,8000,726695
8,serial,13,1000,800124
8,lockfree,13,1000,3042207
8,mutex homequeue,13,1000,3560062
8,mutex awesome,13,1000,2763865
8,clh homequeue,13,1000,3095949
8,clh awesome,13,1000,2104859
8,serial,13,2000,412022
8,lockfree,13,2000,2311373
8,mutex homequeue,13,2000,2703845
8,mutex awesome,13,2000,3373272
8,clh homequeue,13,2000,2665187
8,clh awesome,13,2000,2517758
8,serial,13,4000,209534
8,lockfree,13,4000,1252084
8,mutex homequeue,13,4000,1377037
8,mutex awesome,13,4000,2606716
8,clh homequeue,13,4000,1379046
8,clh awesome,13,4000,2615105
8,serial,13,8000,105235
8,lockfree,13,8000,670898
8,mutex homequeue,13,8000,697640
8,mutex awesome,13,8000,1342785
8,clh homequeue,13,8000,697919
8,clh awesome,13,8000,1344031
8,serial,27,1000,799200
8,lockfree,27,1000,2259225
8,mutex homequeue,27,1000,607932
8,mutex awesome,27,1000,2166013
8,clh homequeue,27,1000,356054
8,clh awesome,27,1000,1720297
8,serial,27,2000,412128
8,lockfree,27,2000,500708
8,mutex homequeue,27,2000,417791
8,mutex awesome,27,2000,2312900
8,clh homequeue,27,2000,495386
8,clh awesome,27,2000,2067003
8,serial,27,4000,209709
8,lockfree,27,4000,362351
8,mutex homequeue,27,4000,437224
8,mutex awesome,27,4000,1881822
8,clh homequeue,27,4000,500018
8,clh awesome,27,4000,1529400
8,serial,27,8000,105705
8,lockfree,27,8000,249357
8,mutex homequeue,27,8000,92241
8,mutex awesome,27,8000,1056623
8,clh homequeue,27,8000,216680
8,clh awesome,27,8000,1114066
9,serial,1,1000,799972
9,lockfree,1,1000,766913
9,mutex homequeue,1,1000,733816
9,mutex awesome,1,1000,735011
9,clh homequeue,1,1000,759483
9,clh awesome,1,1000,758349
9,serial,1,2000,411865
9,lockfree,1,2000,403079
9,mutex homequeue,1,2000,393852
9,mutex awesome,1,2000,393373
9,clh homequeue,1,2000,401038
9,clh awesome,1,2000,401049
9,serial,1,4000,209257
9,lockfree,1,4000,206997
9,mutex homequeue,1,4000,204152
9,mutex awesome,1,4000,204201
9,clh homequeue,1,4000,206378
9,clh awesome,1,4000,206498
9,serial,1,8000,105505
9,lockfree,1,8000,104948
9,mutex homequeue,1,8000,104268
9,mutex awesome,1,8000,104301
9,clh homequeue,1,8000,104788
9,clh awesome,1,8000,104807
9,serial,2,1000,800990
9,lockfree,2,1000,1152316
9,mutex homequeue,2,1000,1060712
9,mutex awesome,2,1000,1397513
9,clh homequeue,2,1000,1125337
9,clh awesome,2,1000,1455818
9,serial,2,2000,411780
9,lockfree,2,2000,588461
9,mutex homequeue,2,2000,575939
9,mutex awesome,2,2000,773984
9,clh homequeue,2,2000,589320
9,clh awesome,2,2000,787202
9,serial,2,4000,209284
9,lockfree,2,4000,299313
9,mutex homequeue,2,4000,291051
9,mutex awesome,2,4000,404194
9,clh homequeue,2,4000,299901
9,clh awesome,2,4000,407588
9,serial,2,8000,105316
9,lockfree,2,8000,151231
9,mutex homequeue,2,8000,150341
9,mutex awesome,2,8000,206889
9,clh homequeue,2,8000,151087
9,clh awesome,2,8000,208255
9,serial,3,1000,800601
9,lockfree,3,1000,1474618
9,mutex homequeue,3,1000,1393667
9,mutex awesome,3,1000,2078228
9,clh homequeue,3,1000,1476500
9,clh awesome,3,1000,2171026
9,serial,3,2000,411789
9,lockfree,3,2000,761295
9,mutex homequeue,3,2000,746337
9,mutex awesome,3,2000,1149028
9,clh homequeue,3,2000,764367
9,clh awesome,3,2000,1175505
9,serial,3,4000,209298
9,lockfree,3,4000,385341
9,mutex homequeue,3,4000,382782
9,mutex awesome,3,4000,605025
9,clh homequeue,3,4000,387935
9,clh awesome,3,4000,610810
9,serial,3,8000,105252
9,lockfree,3,8000,195891
9,mutex homequeue,3,8000,195024
9,mutex awesome,3,8000,310371
9,clh homequeue,3,8000,196148
9,clh awesome,3,8000,312192
9,serial,7,1000,799309
9,lockfree,7,1000,3214325
9,mutex homequeue,7,1000,3207574
9,mutex awesome,7,1000,3620375
9,clh homequeue,7,1000,3271703
9,clh awesome,7,1000,3241490
9,serial,7,2000,411341
9,lockfree,7,2000,1668753
9,mutex homequeue,7,2000,1645806
9,mutex awesome,7,2000,2608057
9,clh homequeue,7,2000,1675923
9,clh awesome,7,2000,2695032
9,serial,7,4000,208502
9,lockfree,7,4000,851014
9,mutex homequeue,7,4000,840091
9,mutex awesome,7,4000,1406966
9,clh homequeue,7,4000,851743
9,clh awesome,7,4000,1406419
9,serial,7,8000,104825
9,lockfree,7,8000,431748
9,mutex homequeue,7,8000,425841
9,mutex awesome,7,8000,722715
9,clh homequeue,7,8000,434754
9,clh awesome,7,8000,725659
9,serial,13,1000,799370
9,lockfree,13,1000,2965583
9,mutex homequeue,13,1000,3598990
9,mutex awesome,13,1000,2798808
9,clh homequeue,13,1000,3074170
9,clh awesome,13,1000,2176996
9,serial,13,2000,411619
9,lockfree,13,2000,2600254
9,mutex homequeue,13,2000,2687690
9,mutex awesome,13,2000,3158008
9,clh homequeue,13,2000,2633865
9,clh awesome,13,2000,2663164
9,serial,13,4000,209040
9,lockfree,13,4000,1212953
9,mutex homequeue,13,4000,1373027
9,mutex awesome,13,4000,2608925
9,clh homequeue,13,4000,1383322
9,clh awesome,13,4000,2611911
9,serial,13,8000,104871
9,lockfree,13,8000,683203
9,mutex homequeue,13,8000,695833
9,mutex awesome,13,8000,1340214
9,clh homequeue,13,8000,685603
9,clh awesome,13,8000,1340895
9,serial,27,1000,797310
9,lockfree,27,1000,1586661
9,mutex homequeue,27,1000,904763
9,mutex awesome,27,1000,2242716
9,clh homequeue,27,1000,1609127
9,clh awesome,27,1000,2024084
9,serial,27,2000,410859
9,lockfree,27,2000,1038563
9,mutex homequeue,27,2000,734812
9,mutex awesome,27,2000,2653806
9,clh homequeue,27,2000,146691
9,clh awesome,27,2000,2191708
9,serial,27,4000,208413
9,lockfree,27,4000,401528
9,mutex homequeue,27,4000,275151
9,mutex awesome,27,4000,1821181
9,clh homequeue,27,4000,284332
9,clh awesome,27,4000,2006695
9,serial,27,8000,104733
9,lockfree,27,8000,97820
9,mutex homequeue,27,8000,210935
9,mutex awesome,27,8000,1296871
9,clh homequeue,27,8000,66785
9,clh awesome,27,8000,792070
10,serial,1,1000,800151
10,lockfree,1,1000,766737
10,mutex homequeue,1,1000,734505
10,mutex awesome,1,1000,733398
10,clh homequeue,1,1000,758101
10,clh awesome,1,1000,760713
10,serial,1,2000,411886
10,lockfree,1,2000,402950
10,mutex homequeue,1,2000,393529
10,mutex awesome,1,2000,393605
10,clh homequeue,1,2000,400920
10,clh awesome,1,2000,401085
10,serial,1,4000,209223
10,lockfree,1,4000,207010
10,mutex homequeue,1,4000,204171
10,mutex awesome,1,4000,204184
10,clh homequeue,1,4000,206476
10,clh awesome,1,4000,206603
10,serial,1,8000,105488
10,lockfree,1,8000,104927
10,mutex homequeue,1,8000,104258
10,mutex awesome,1,8000,104263
10,clh homequeue,1,8000,104782
10,clh awesome,1,8000,104779
10,serial,2,1000,800320
10,lockfree,2,1000,1238337
10,mutex homequeue,2,1000,1194068
10,mutex awesome,2,1000,1412756
10,clh homequeue,2,1000,1228262
10,clh awesome,2,1000,1459650
10,serial,2,2000,411742
10,lockfree,2,2000,646128
10,mutex homequeue,2,2000,624448
10,mutex awesome,2,2000,773796
10,clh homequeue,2,2000,643071
10,clh awesome,2,2000,785361
10,serial,2,4000,209240
10,lockfree,2,4000,326200
10,mutex homequeue,2,4000,324909
10,mutex awesome,2,4000,405255
10,clh homequeue,2,4000,324381
10,clh awesome,2,4000,406460
10,serial,2,8000,105320
10,lockfree,2,8000,166471
10,mutex homequeue,2,8000,164143
10,mutex awesome,2,8000,207643
10,clh homequeue,2,8000,163969
10,clh awesome,2,8000,208560
10,serial,3,1000,801906
10,lockfree,3,1000,1754459
10,mutex homequeue,3,1000,1663585
10,mutex awesome,3,1000,2106334
10,clh homequeue,3,1000,1750299
10,clh awesome,3,1000,2201390
10,serial,3,2000,412020
10,lockfree,3,2000,908001
10,mutex homequeue,3,2000,883721
10,mutex awesome,3,2000,1158435
10,clh homequeue,3,2000,906182
10,clh awesome,3,2000,1185992
10,serial,3,4000,209346
10,lockfree,3,4000,457138
10,mutex homequeue,3,4000,454357
10,mutex awesome,3,4000,605713
10,clh homequeue,3,4000,462857
10,clh awesome,3,4000,614241
10,serial,3,8000,105147
10,lockfree,3,8000,232538
10,mutex homequeue,3,8000,231812
10,mutex awesome,3,8000,310285
10,clh homequeue,3,8000,234205
10,clh awesome,3,8000,313059
10,serial,7,1000,799729
10,lockfree,7,1000,3343346
10,mutex homequeue,7,1000,3376954
10,mutex awesome,7,1000,3738138
10,clh homequeue,7,1000,3436071
10,clh awesome,7,1000,3297127
10,serial,7,2000,411264
10,lockfree,7,2000,1789592
10,mutex homequeue,7,2000,1791769
10,mutex awesome,7,2000,2655381
10,clh homequeue,7,2000,1814491
10,clh awesome,7,2000,2710725
10,serial,7,4000,208607
10,lockfree,7,4000,912663
10,mutex homequeue,7,4000,909667
10,mutex awesome,7,4000,1409201
10,clh homequeue,7,4000,920369
10,clh awesome,7,4000,1421917
10,serial,7,8000,104993
10,lockfree,7,8000,460654
10,mutex homequeue,7,8000,459453
10,mutex awesome,7,8000,711781
10,clh homequeue,7,8000,458237
10,clh awesome,7,8000,727413
10,serial,13,1000,799877
10,lockfree,13,1000,2979316
10,mutex homequeue,13,1000,3536664
10,mutex awesome,13,1000,2732141
10,clh homequeue,13,1000,3161945
10,clh awesome,13,1000,2145249
10,serial,13,2000,412009
10,lockfree,13,2000,2589746
10,mutex homequeue,13,2000,2726722
10,mutex awesome,13,2000,3294669
10,clh homequeue,13,2000,2726004
10,clh awesome,13,2000,2632563
10,serial,13,4000,209482
10,lockfree,13,4000,1383849
10,mutex homequeue,13,4000,1378414
10,mutex awesome,13,4000,2606265
10,clh homequeue,13,4000,1394281
10,clh awesome,13,4000,2617734
10,serial,13,8000,104975
10,lockfree,13,8000,695081
10,mutex homequeue,13,8000,702779
10,mutex awesome,13,8000,1342884
10,clh homequeue,13,8000,705641
10,clh awesome,13,8000,1343673
10,serial,27,1000,797040
10,lockfree,27,1000,1763807
10,mutex homequeue,27,1000,104135
10,mutex awesome,27,1000,2116723
10,clh homequeue,27,1000,446474
10,clh awesome,27,1000,1293279
10,serial,27,2000,411561
10,lockfree,27,2000,700819
10,mutex homequeue,27,2000,533985
10,mutex awesome,27,2000,2271281
10,clh homequeue,27,2000,1173680
10,clh awesome,27,2000,1729870
10,serial,27,4000,209007
10,lockfree,27,4000,217947
10,mutex homequeue,27,4000,175971
10,mutex awesome,27,4000,2018307
10,clh homequeue,27,4000,242962
10,clh awesome,27,4000,1421908
10,serial,27,8000,105273
10,lockfree,27,8000,105297
10,mutex homequeue,27,8000,245352
10,mutex awesome,27,8000,978881
10,clh homequeue,27,8000,145818
10,clh awesome,27,8000,1110505
11,serial,1,1000,799745
11,lockfree,1,1000,767618
11,mutex homequeue,1,1000,733097
11,mutex awesome,1,1000,733093
11,clh homequeue,1,1000,758091
11,clh awesome,1,1000,758440
11,serial,1,2000,411831
11,lockfree,1,2000,403326
11,mutex homequeue,1,2000,393365
11,mutex awesome,1,2000,392750
11,clh homequeue,1,2000,400406
11,clh awesome,1,2000,400684
11,serial,1,4000,209254
11,lockfree,1,4000,206996
11,mutex homequeue,1,4000,204465
11,mutex awesome,1,4000,204209
11,clh homequeue,1,4000,206465
11,clh awesome,1,4000,206604
11,serial,1,8000,105501
11,lockfree,1,8000,104942
11,mutex homequeue,1,8000,104248
11,mutex awesome,1,8000,104234
11,clh homequeue,1,8000,104819
11,clh awesome,1,8000,104777
11,serial,2,1000,800226
11,lockfree,2,1000,1242765
11,mutex homequeue,2,1000,1159947
11,mutex awesome,2,1000,1404389
11,clh homequeue,2,1000,1233306
11,clh awesome,2,1000,1483152
11,serial,2,2000,411940
11,lockfree,2,2000,646538
11,mutex homequeue,2,2000,627824
11,mutex awesome,2,2000,775803
11,clh homequeue,2,2000,643301
11,clh awesome,2,2000,790038
11,serial,2,4000,209326
11,lockfree,2,4000,330081
11,mutex homequeue,2,4000,326578
11,mutex awesome,2,4000,405333
11,clh homequeue,2,4000,329720
11,clh awesome,2,4000,409025
11,serial,2,8000,105354
11,lockfree,2,8000,166912
11,mutex homequeue,2,8000,166012
11,mutex awesome,2,8000,208051
11,clh homequeue,2,8000,166765
11,clh awesome,2,8000,208672
11,serial,3,1000,799866
11,lockfree,3,1000,1842752
11,mutex homequeue,3,1000,1758717
11,mutex awesome,3,1000,2098346
11,clh homequeue,3,1000,1830027
11,clh awesome,3,1000,2202559
11,serial,3,2000,411861
11,lockfree,3,2000,951487
11,mutex homequeue,3,2000,927276
11,mutex awesome,3,2000,1159728
11,clh homequeue,3,2000,957402
11,clh awesome,3,2000,1185345
11,serial,3,4000,209541
11,lockfree,3,4000,487577
11,mutex homequeue,3,4000,480406
11,mutex awesome,3,4000,605363
11,clh homequeue,3,4000,487149
11,clh awesome,3,4000,614076
11,serial,3,8000,105240
11,lockfree,3,8000,245538
11,mutex homequeue,3,8000,244956
11,mutex awesome,3,8000,311355
11,clh homequeue,3,8000,247458
11,clh awesome,3,8000,313108
11,serial,7,1000,800520
11,lockfree,7,1000,3279481
11,mutex homequeue,7,1000,3315480
11,mutex awesome,7,1000,3625012
11,clh homequeue,7,1000,3369658
11,clh awesome,7,1000,3286388
11,serial,7,2000,411656
11,lockfree,7,2000,1679751
11,mutex homequeue,7,2000,1725316
11,mutex awesome,7,2000,2654358
11,clh homequeue,7,2000,1777608
11,clh awesome,7,2000,2689035
11,serial,7,4000,208845
11,lockfree,7,4000,888461
11,mutex homequeue,7,4000,882535
11,mutex awesome,7,4000,1396890
11,clh homequeue,7,4000,902367
11,clh awesome,7,4000,1417095
11,serial,7,8000,105301
11,lockfree,7,8000,450292
11,mutex homequeue,7,8000,453168
11,mutex awesome,7,8000,721838
11,clh homequeue,7,8000,449216
11,clh awesome,7,8000,726690
11,serial,13,1000,800332
11,lockfree,13,1000,2987474
11,mutex homequeue,13,1000,3595787
11,mutex awesome,13,1000,2818391
11,clh homequeue,13,1000,3065585
11,clh awesome,13,1000,2028915
11,serial,13,2000,411957
11,lockfree,13,2000,2383972
11,mutex homequeue,13,2000,2684295
11,mutex awesome,13,2000,3290839
11,clh homequeue,13,2000,2602485
11,clh awesome,13,2000,2177088
11,serial,13,4000,209495
11,lockfree,13,4000,1269421
11,mutex homequeue,13,4000,1373996
11,mutex awesome,13,4000,2592853
11,clh homequeue,13,4000,1385486
11,clh awesome,13,4000,2611846
11,serial,13,8000,104923
11,lockfree,13,8000,630407
11,mutex homequeue,13,8000,698954
11,mutex awesome,13,8000,1341259
11,clh homequeue,13,8000,701582
11,clh awesome,13,8000,1344643
11,serial,27,1000,797931
11,lockfree,27,1000,699989
11,mutex homequeue,27,1000,294148
11,mutex awesome,27,1000,1958884
11,clh homequeue,27,1000,2000182
11,clh awesome,27,1000,1907114
11,serial,27,2000,411372
11,lockfree,27,2000,282488
11,mutex homequeue,27,2000,609734
11,mutex awesome,27,2000,2429568
11,clh homequeue,27,2000,632252
11,clh awesome,27,2000,1925338
11,serial,27,4000,209412
11,lockfree,27,4000,450511
11,mutex homequeue,27,4000,92605
11,mutex awesome,27,4000,1841758
11,clh homequeue,27,4000,214876
11,clh awesome,27,4000,2172744
11,serial,27,8000,105462
11,lockfree,27,8000,181726
11,mutex homequeue,27,8000,89966
11,mutex awesome,27,8000,962438
11,clh homequeue,27,8000,138741
11,clh awesome,27,8000,1246018
